類別,電腦編號,村里別,地址,"地下樓 層數",可容納人數,派出所,備註,經度,緯度
公寓,DA06000039,德穗里,新北市中和區德穗里德光路15巷14號,1,304.0,國光派出所,,121.47126,25.003686
勝輝恆美,DA06000043,國華里,新北市中和區國華里國光街56號,1,579.0,國光派出所,,121.47063,25.000364
自強國小,DA06000045,自強里,新北市中和區自強里莒光路200號,1,586.0,國光派出所,,121.4719,24.998463
公寓,DA06000046,德穗里,新北市中和區德穗里莒光路134號,1,1043.0,國光派出所,,121.47243,25.001384
自強國小,DA06000047,自強里,新北市中和區自強里莒光路200號,1,450.0,國光派出所,,121.4719,24.998463
公寓,DA06000048,冠穗里,新北市中和區冠穗里民享街86巷22號,1,491.0,國光派出所,,121.47351,25.000757
公寓,DA06000049,冠穗里,新北市中和區冠穗里莒光路151號,1,425.0,國光派出所,,121.47278,25.001018
公寓,DA06000053,明穗里,新北市中和區明穗里民享街496巷1號,1,374.0,國光派出所,,121.46952,24.991892
公寓,DA06000055,明穗里,新北市中和區明穗里民享街482號,1,360.0,國光派出所,,121.46935,24.99235
公寓,DA06000057,德穗里,新北市中和區德穗里民生街23巷5號,1,424.0,國光派出所,,121.47119,25.004906
公寓,DA06000063,國華里,新北市中和區國華里國光街30號,1,144.0,國光派出所,,121.47148,25.000349
公寓,DA06000064,國華里,新北市中和區國華里國光街102巷48號,1,845.0,國光派出所,,121.47146,25.000626
名人花園廣場,DA06000068,冠穗里,新北市中和區冠穗里民享街36巷1號,1,824.0,國光派出所,,121.4734,25.002926
自強國小,DA06000069,自強里,新北市中和區自強里莒光路200號,1,493.0,國光派出所,,121.4719,24.998463
自強國小,DA06000072,自強里,新北市中和區自強里莒光路200號,1,1298.0,國光派出所,,121.4719,24.998463
自強國小,DA06000073,自強里,新北市中和區自強里莒光路200號,1,918.0,國光派出所,,121.4719,24.998463
私人住宅大樓,DA06000074,國華里,新北市中和區國華里國光街112巷9號,1,194.0,國光派出所,,121.46963,25.001413
私人住宅大樓,DA06000075,自強里,新北市中和區自強里國光街205巷1號,1,392.0,國光派出所,,121.46702,25.001503
私人住宅大樓,DA06000076,自強里,新北市中和區自強里國光街205巷8號,1,850.0,國光派出所,,121.46714,25.001121
私人住宅大樓,DA06000077,國光里,新北市中和區國光里國光街112巷22弄15號,1,194.0,國光派出所,,121.47018,25.002461
公寓,DA06000078,自強里,新北市中和區自強里國光街205巷2號,1,423.0,國光派出所,,121.4668,25.001905
方德夢想家,DA06000079,自強里,新北市中和區自強里民德路158號,1,809.0,國光派出所,,121.46846,24.99995
私人住宅大樓,DA06000080,德穗里,新北市中和區德穗里德光路21號,1,168.0,國光派出所,,121.47096,25.004247
私人住宅大樓,DA06000081,壽德里,新北市中和區壽德里華順街118號,1,146.0,國光派出所,,121.46515,24.996644
公寓,DA06000082,明穗里,新北市中和區明穗里莒光路177巷6號,1,242.0,國光派出所,,121.47319,24.999109
嘉英文理補習班,DA06000083,明穗里,新北市中和區明穗里莒光路177巷2號,2,997.0,國光派出所,,121.47293,24.999193
私人住宅大樓,DA06000084,明德里,新北市中和區明德里華順街58號,1,180.0,國光派出所,,121.46554,24.998463
大順名門,DA06000085,國光里,新北市中和區國光里德光路125號,2,1961.0,國光派出所,,121.46784,25.002738
天下為公NO.2,DA06000086,國光里,新北市中和區國光里民德路26號,2,3559.0,國光派出所,,121.4682,25.0029
大順天廈,DA06000087,壽德里,新北市中和區壽德里民德路376號,2,1569.0,國光派出所,,121.46556,24.994598
大順天廈,DA06000088,壽德里,新北市中和區壽德里民德路394號,2,2002.0,國光派出所,,121.46601,24.993835
公寓,DA06000089,民生里,新北市中和區民生里民生街2號,1,311.0,國光派出所,,121.47099,25.006469
公寓,DA06000090,民生里,新北市中和區民生里民生街50號,2,201.0,國光派出所,,121.46937,25.005181
公寓,DA06000091,民生里,新北市中和區民生里民生街20號,2,580.0,國光派出所,,121.47016,25.005465
頂天立地,DA06000092,國華里,新北市中和區國華里民德路39號,2,1826.0,國光派出所,,121.4691,25.002148
鴻運貴族,DA06000093,自強里,新北市中和區自強里民德路95號,1,579.0,國光派出所,,121.46898,25.001014
自強國中,DA06000094,明穗里,新北市中和區明穗里莒光路191號,1,1730.0,國光派出所,,121.47264,24.998838
私人住宅大樓,DA06000095,國光里,新北市中和區國光里德光路115號,1,387.0,國光派出所,,121.46805,25.002637
私人住宅大樓,DA06000096,壽德里,新北市中和區壽德里和平路220號,1,384.0,國光派出所,,121.46417,24.996234
文邑2,DA06000097,自強里,新北市中和區自強里民德路155號,1,838.0,國光派出所,,121.46876,25.000045
尊爵富邑,DA06000098,自強里,新北市中和區自強里莒光路84巷30號,1,1726.0,國光派出所,,121.47262,24.99965
私人住宅大樓,DA06000099,自強里,新北市中和區自強里國光街203號,1,106.0,國光派出所,,121.46695,25.001868
私人住宅大樓,DA06000100,壽德里,新北市中和區壽德里華順街135巷6號,1,133.0,國光派出所,,121.46524,24.99613
勝輝NEXT1,DA06000101,德穗里,新北市中和區德穗里中山路三段215號,1,431.0,國光派出所,,121.4714,25.00642
公寓,DA06000102,民生里,新北市中和區民生里民生街32號,1,54.0,國光派出所,,121.46992,25.005376
私人住宅大樓,DA06000103,清穗里,新北市中和區清穗里國光街215巷24弄10號,1,267.0,國光派出所,,121.46643,25.000049
屋豐香,DA06000104,自強里,新北市中和區自強里民德路163號,1,179.0,國光派出所,,121.4687,24.999743
喜全森鑄,DA06000105,國光里,新北市中和區國光里國光街42號,1,422.0,國光派出所,,121.46862,25.001321
私人住宅大樓,DA06000106,清穗里,新北市中和區清穗里12鄰國光街215巷8弄1號,1,951.0,國光派出所,,121.46653,25.001256
麗泉皇宮,DA07000001,連城里,新北市中和區連城里連城路89巷48號,1,795.0,錦和派出所,,121.49745,24.998532
景安贊,DA07000002,正行里,新北市中和區正行里中正路140號,1,556.0,錦和派出所,,121.49924,24.99388
圓通新家,DA07000003,力行里,新北市中和區力行里圓通路218號,12,186.0,錦和派出所,,121.49548,24.993181
優秀賞,DA07000004,連城里,新北市中和區連城里連勝街50號,1,122.0,錦和派出所,,121.49779,24.997435
安邦綠苑乙區,DA07000005,連城里,新北市中和區連城里連勝街87號,1,761.0,錦和派出所,,121.49604,24.996086
安邦綠苑甲區,DA07000006,連城里,新北市中和區連城里連城路171巷2號,1,2676.0,錦和派出所,,121.49538,24.997398
寶成世紀皇家c區,DA07000007,力行里,新北市中和區力行里連勝街57巷11號,1,211.0,錦和派出所,,121.49791,24.996869
私人住宅大樓,DA07000008,力行里,新北市中和區力行里連勝街57巷10號,1,444.0,錦和派出所,,121.49782,24.99679
潤泰一品,DA07000009,錦中里,新北市中和區錦中里圓通路256號,1,193.0,錦和派出所,,121.49337,24.991036
世紀皇家,DA07000010,力行里,新北市中和區力行里連勝街57巷25號,2,1450.0,錦和派出所,,121.49849,24.99666
錦和高中,DA07000011,錦中里,新北市中和區錦中里錦和路163號,1,2350.0,錦和派出所,,121.49109,24.99254
錦和名門,DA07000012,錦和里,新北市中和區錦和里圓通路405號,2,4234.0,錦和派出所,,121.48947,24.988772
錦河園,DA07000013,錦盛里,新北市中和區錦盛里圓通路305巷18號,2,1404.0,錦和派出所,,121.49486,24.988874
維多利亞,DA07000014,錦盛里,新北市中和區錦盛里圓通路305巷5弄50號,1,883.0,錦和派出所,,121.49482,24.989988
天賜良緣,DA07000015,錦中里,新北市中和區錦中里圓通路262號,2,1442.0,錦和派出所,,121.49307,24.990938
百順香榭,DA07000016,力行里,新北市中和區力行里圓通路158巷2號,1,543.0,錦和派出所,,121.49772,24.99606
崇德文教,DA07000017,錦昌里,新北市中和區錦昌里圓通路367巷33弄34號,2,834.0,錦和派出所,,121.49435,24.984117
中正富邑,DA07000018,正行里,新北市中和區正行里中正路156號,1,281.0,錦和派出所,,121.4987,24.993905
公寓,DA07000019,力行里,新北市中和區力行里圓通路176號,2,765.0,錦和派出所,,121.49687,24.994475
公寓,DA07000020,錦中里,新北市中和區錦中里圓通路252巷2號,1,217.0,錦和派出所,,121.49329,24.991637
天喜社區,DA07000021,德行里,新北市中和區德行里中正路167巷21號,1,2198.0,錦和派出所,,121.49889,24.992685
御林園養護中心,DA07000022,錦昌里,新北市中和區錦昌里圓通路367巷33弄6號,1,791.0,錦和派出所,,121.49382,24.985053
私人住宅大樓,DA07000023,連城里,新北市中和區連城里安邦街91號,1,208.0,錦和派出所,,121.49716,24.99633
私人住宅大樓,DA07000024,連城里,新北市中和區連城里安邦街83號,1,207.0,錦和派出所,,121.49702,24.996534
私人住宅大樓,DA07000025,連城里,新北市中和區連城里連城路91號,2,1724.0,錦和派出所,,121.49668,24.999901
公寓,DA07000026,連城里,新北市中和區連城里連城路127巷32號,1,1068.0,錦和派出所,,121.4968,24.997987
雙和新城,DA07000027,力行里,新北市中和區力行里圓通路198巷6號,1,1993.0,錦和派出所,,121.49567,24.994675
快邑通,DA07000028,力行里,新北市中和區力行里中正路281號,2,625.0,錦和派出所,,121.49486,24.993707
天晴社區,DA07000029,德行里,新北市中和區德行里中正路171號,2,1677.0,錦和派出所,,121.49808,24.993694
布拉格,DA07000030,正行里,新北市中和區正行里中正路196號,1,699.0,錦和派出所,,121.49733,24.994008
優悅賞,DA07000031,力行里,新北市中和區力行里連勝街59號,2,813.0,錦和派出所,,121.49766,24.997074
茵悅花園,DA07000032,錦昌里,新北市中和區錦昌里圓通路335巷33弄33號,12,3200.0,錦和派出所,,121.49353,24.988811
私人住宅大樓,DA07000033,錦和里,新北市中和區錦和里圓通路403號,1,220.0,錦和派出所,,121.48931,24.989084
肯仲富裕,DA07000034,德行里,新北市中和區德行里中正路167巷56號,2,456.0,錦和派出所,,121.49883,24.992526
夢蘿社區,DA07000035,德行里,新北市中和區德行里圓通路299巷1號,2,619.0,錦和派出所,,121.49575,24.991091
羅馬社區,DA07000036,德行里,新北市中和區德行里圓通路299巷48弄1號,3,1570.0,錦和派出所,,121.49562,24.990906
雙和醫院,DA07000037,力行里,新北市中和區力行里中正路291號,2,7404.0,錦和派出所,,121.49408,24.993746
合康雙捷市,DA07000038,德行里,新北市中和區德行里中正路211巷36弄7號,3,1915.0,錦和派出所,,121.4971,24.992688
漢寶國宴,DA07000039,錦中里,新北市中和區錦中里圓通路274號,2,888.0,錦和派出所,,121.49229,24.990826
森之郡,DA07000040,德行里,新北市中和區德行里圓通路299巷2號,3,2176.0,錦和派出所,,121.49493,24.991339
圓通世家,DA07000041,力行里,新北市中和區力行里圓通路228號,2,143.0,錦和派出所,,121.49511,24.993003
公寓,DA07000046,錦盛里,新北市中和區錦盛里圓通路305巷5弄22號,1,220.0,錦和派出所,,121.49425,24.989997
錦和國小,DA07000051,錦中里,新北市中和區錦中里圓通路292號,1,788.0,錦和派出所,,121.48957,24.98947
手工包子店,DA07000052,連城里,新北市中和區連城里連城路193號,1,376.0,錦和派出所,,121.49497,24.998011
錦和國小,DA07000053,錦中里,新北市中和區錦中里圓通路292號,1,524.0,錦和派出所,,121.48957,24.98947
公寓,DA07000061,連城里,新北市中和區連城里連城路75巷7號,1,200.0,錦和派出所,,121.4983,24.998684
公寓,DA07000062,連城里,新北市中和區連城里連城路75巷6弄1號,1,364.0,錦和派出所,,121.49813,24.998735
錦和國小,DA07000064,錦中里,新北市中和區錦中里圓通路292號,1,2215.0,錦和派出所,,121.48957,24.98947
潑墨山莊,DA07000081,錦和里,新北市中和區錦和里圓通路369巷36弄1號,1,756.0,錦和派出所,,121.48978,24.983775
華南智慧私人住宅大樓,DA07000090,建和里,新北市中和區建和里連城路265巷2號,1,645.0,錦和派出所,,121.49132,24.996185
銀河璇宮,DA07000091,力行里,新北市中和區力行里連勝街21號,1,586.0,錦和派出所,,121.49863,24.998059
台貿一城,DA07000094,建和里,新北市中和區建和里連城路263巷5弄1號,1,446.0,錦和派出所,,121.49236,24.99632
錦和國小,DA07000095,錦中里,新北市中和區錦中里圓通路292號,1,986.0,錦和派出所,,121.48957,24.98947
捷運星鑽,DA07000096,力行里,新北市中和區力行里圓通路120號,1,279.0,錦和派出所,,121.499,24.996137
大呼過癮,DA07000099,正行里,新北市中和區正行里圓通路187號,1,214.0,錦和派出所,,121.49744,24.99464
國泰私人住宅大樓,DA07000100,力行里,新北市中和區力行里中正路279號,1,575.0,錦和派出所,,121.49499,24.9937
錦和國小,DA07000101,錦中里,新北市中和區錦中里圓通路292號,1,772.0,錦和派出所,,121.48957,24.98947
公寓,DA07000102,建和里,新北市中和區建和里中正路432巷1號,1,114.0,錦和派出所,,121.49088,24.995372
私人住宅大樓,DA07000103,建和里,新北市中和區建和里連城路263巷25號,1,183.0,錦和派出所,,121.4928,24.994778
鴻正防水公司,DA07000104,錦昌里,新北市中和區錦昌里圓通路367巷1號,1,138.0,錦和派出所,,121.4922,24.988597
私人住宅大樓,DA07000105,正行里,新北市中和區正行里中正路166號,2,313.0,錦和派出所,,121.49841,24.993918
私人住宅大樓,DA07000106,建和里,新北市中和區建和里連城路267號,2,556.0,錦和派出所,,121.49104,24.996275
富貴麗景,DA07000107,德行里,新北市中和區德行里中正路167巷20號,12,1436.0,錦和派出所,,121.4981,24.992487
私人住宅大樓,DA07000108,建和里,新北市中和區建和里連城路263巷17號,1,173.0,錦和派出所,,121.49259,24.99507
公寓,DA07000109,連城里,新北市中和區連城里連城路127巷7號,1,394.0,錦和派出所,,121.49641,24.998881
台北桂冠,DA07000110,德行里,新北市中和區德行里圓通路293號,12,4754.0,錦和派出所,,121.49497,24.992492
公寓,DA07000111,錦中里,新北市中和區錦中里圓通路252巷1號,1,111.0,錦和派出所,,121.49349,24.99117
喜臨門NO.3,DA07000112,錦中里,新北市中和區錦中里圓通路252巷17號,1,262.0,錦和派出所,,121.493,24.991588
私人住宅大樓,DA07000113,正行里,新北市中和區正行里圓通路141巷41號,1,549.0,錦和派出所,,121.49879,24.994628
私人住宅大樓,DA07000114,錦中里,新北市中和區錦中里圓通路252巷5弄2號,1,167.0,錦和派出所,,121.49328,24.99147
錦和國小,DA07000115,錦中里,新北市中和區錦中里圓通路292號,1,1818.0,錦和派出所,,121.48957,24.98947
統一超商,DA07000116,錦中里,新北市中和區錦中里圓通路278號,1,563.0,錦和派出所,,121.49179,24.990756
皇后大道,DA07000117,正行里,新北市中和區正行里中正路216號,2,1011.0,錦和派出所,,121.49655,24.99402
捷運森林,DA07000118,德行里,新北市中和區德行里中正路211巷40號,1,1960.0,錦和派出所,,121.4979,24.992545
